Record ID,Name,Email,Phone Number,Company Name,Company Domain Name,LinkedIn Company Page,Industry Category,Description,Revenue Category,Employee Size Category,Is Public,Street Address,City,State,Postal Code,Country,Time Zone,First Contact Date,Year Founded
5566955421,Unknown,unknown31@invalid.com,,turbobiker.com,turbobiker.com,,Other,,Small,,False,,,,,,,,1865
5558822706,Lindsay Horton,lindsay@socialmonterey.com,,Social Monterey,socialmonterey.com,https://www.linkedin.com/company/socialmonterey,Education,"Social Monterey helps small businesses build brand awareness and thriving communities with social media services. We specialize in social media and marketing to help make your business more strategic, efficient and profitable. Our main goal is to give ...",Medium,Micro,False,,Monterey,CA,,United States,America/Los_Angeles,2020-11-19,2020
5557704494,Christopher Wilson,topher@shopossola.com,,OSSOLA,shopossola.com,https://www.linkedin.com/company/ossola-llc,Consumer Goods and Retail,A brand primarily specializing in creating high performance skincare. Retail,Medium,Micro,False,,Monterey,CA,,United States,America/Los_Angeles,2021-03-05,2020
5557424238,Esmeralda Garcia,esmeralda@vainaesthetics.com,,Vain Aesthetics,vainaesthetics.com,,Other,"Licensed Master Aesthetician - Call (661) 427-6097 to schedule an appointment. Products are Vegan, Green, & Cruelty Free. Personalized skin care régimen for all skin types & custom facials.",Small,,False,,,,93309,,,2021-03-05,2020
5557424237,Sachin Sood,ssood@amsecusa.com,19516859680,AMERICAN SECURITY PRODUCTS,amsecusa.com,https://www.linkedin.com/company/american-security-products,Industrial and Manufacturing,"American Security Products Company is a manufacturer of high quality, high security safes for home and business use. They offer an extensive product line of over 400 standard models of burglary and fire resistant safes in every insurance classification...",Large,Medium,False,11925 Pacific Avenue,Fontana,CA,92337,United States,America/Los_Angeles,2021-03-05,1946
5557543811,Justin Wilks,justin@thewildatheartranch.com,,Wild at Heart Ranch,thewildatheartranch.com,https://www.linkedin.com/company/wild-at-heart-ranch,Consumer Goods and Retail,"Wild at Heart Ranch is a 1,500+ acre first generation, regenerative fiber ranch located in California’s Central Coast. We are committed to sustainably producing ethical fibers that are good for people, animals, and the planet. We are on a journey to br...",Medium,Micro,False,,King City,CA,,United States,America/Los_Angeles,2021-03-05,2020
5557308842,Pete Biggam,pete@blacksite.solutions,18332557483,Blacksite Solutions,blacksite.solutions,https://www.linkedin.com/company/blacksite-solutions,Technology,"Blacksite Solutions, Inc. provides network solutions and security services for future-proofing organizations against threats. They offer secure communications software and hardware solutions, including secure domains using .scom/.snet through VirnetX s...",Small,Micro,False,2825 Mission Street,Santa Cruz,CA,95060,United States,America/Los_Angeles,2020-03-30,2018
5556371374,Bruce Cole,bcole@plumcom.ca,,Plumcom,plumcom.ca,https://www.linkedin.com/company/plum-communications-inc.,Other,"Experienced, Innovative, Strategic exposition and events producer . https://t.co/IFIrTapfdH #expoguru",Medium,Micro,False,1054 Centre St,Thornhill,,L4J 8E5,Canada,America/Halifax,2021-03-05,1984
5554328739,Seana Day ,michael@betterfoodventures.com,,Better Food Ventures,betterfoodventures.com,https://www.linkedin.com/company/better-food-ventures,Education,Better Food Ventures is an early stage venture capital firm that is exclusively focused on investing in scalable technologies to transform and improve the food and agriculture sectors. We seek technologies that enable the food and agriculture industrie...,Medium,Micro,False,355 Barton Way,Menlo Park,CA,94025,United States,America/Los_Angeles,2021-03-05,2013
5548964757,Ron Wormser,ron@effectivenonprofits.com,,Effective Nonprofits,effectivenonprofits.com,https://www.linkedin.com/company/effective-nonprofits,Education,"Effective Nonprofits is a consulting firm that specializes in helping nonprofit organizations increase their impact. With over 40 years of experience in executive level positions with nonprofits, including board development, fundraising strategies, and...",Medium,Micro,False,,,,,,,2021-03-04,2015
5543286552,Rosemarie Barbeau,rbarbeau@barbeauassociates.com,,barbeauassociates.com,barbeauassociates.com,,Other,,Small,,False,,,,,,,2021-03-03,2015
5531070343,Ryan Althaus,ryan@sweatysheep.com,14432237334,sweaty sheep,sweatysheep.com,,Other,"Sweaty Sheep was launched in Louisville, KY in 2010 and we are excited to be launching a new community on the California coast! We are seeking individuals who would like to lead small groups and meet-ups (a morning yoga or surf session, a weekly trail ...",Small,,False,111 Errett Circle,Santa Cruz,CA,95060,United States,America/Los_Angeles,2021-03-02,2015
5531099019,Charlotte Maumus,charlotte@memwris.com,,Memwris,memwris.com,https://www.linkedin.com/company/memwris,Technology,Welcome! Do big things with your small screen. | Sign up to be an early tester | #Cpp | #Vulkan | #Linux | #programming | #mobile | #UI,Medium,Micro,False,872 Higuera Street,San Luis Obispo,CA,93401,United States,America/Los_Angeles,2021-03-02,2018
5531099018,Michael Golden,michael@norobostudios.com,,Norobo Studios,norobostudios.com,https://www.linkedin.com/company/norobo-studios,Technology,"Working on the cutting edge of mobile application development, Norobo Studios has taken up the challenge of producing interactive graphic stories that teach and broaden horizons while providing compelling entertainment for the whole family. Norobo Stud...",Medium,Micro,False,,,,,United States,,2021-03-02,2009
5531099017,Shanti Rackley,srackley@shoptejido.com,,Tejido,shoptejido.com,https://www.linkedin.com/company/tejido,Consumer Goods and Retail,"TEJIDO SHOP works with master artisans in Peru, preserving the indigenous tradition of handmade textiles.",Small,Micro,False,,,,,,,2021-03-02,2013
5465227951,Jeff Van Zanten,jeff@jvanzanten.com,,jvanzanten.com,jvanzanten.com,,Other,,Small,,False,,,,,United States,,2021-02-26,2013
5439986731,David Carroll ,jmelgoza40@gmail.com,,Bruce Ariss Wharf Theater,wharftheatremonterey.org,,Other,"From Wikipedia, the free encyclopedia The Bruce Ariss Wharf Theater as it is officially known today began its history after World War II when Ariss, an artist and friend of John Steinbeck, returned to the city of Monterey after working with his fat...",Small,,False,95 Fishermans Wharf,Monterey,CA,93940,United States,America/Los_Angeles,2020-03-30,2013
5439484455,Carol Thomas,ctgoglobal@gmail.com,,Gail Cerâmica,gail.com,https://www.linkedin.com/company/gail-arquitetura-em-cer-mica,Other,"Gail Cerâmica is a company that specializes in the production and sale of ceramic products. They offer a wide range of ceramic tiles, including floor tiles, wall tiles, and decorative tiles. Their products are known for their high quality and unique de...",Medium,Micro,False,26 TRØJBORGVEJ,São Paulo,,,Brazil,America/Sao_Paulo,2021-02-23,2004
5439955847,Rich Berger,rberger@movielabs.com,18189956600,Motion Picture Laboratories Inc,movielabs.com,https://www.linkedin.com/company/movielabs,Other,"MovieLabs is a non-profit research and development joint venture started by the six major motion picture studios. They work to research, experiment, and develop new technologies that improve the content, processes, and tools used in the media industry....",Large,Micro,False,222 Kearny Street,San Francisco,CA,94108,United States,America/Los_Angeles,2021-02-23,2006
5439697096,Susan Fixsen,susan@susanfixsen.com,,Pacific Oak Real Estate Services,susanfixsen.com,,Other,Pacific Oak Realtors® are known for their extensive market knowledge and unmatched devotion to their clients.,Small,,False,,,,,,,2021-02-23,2006
5439955845,Patrick Lampe,pat@lamperealty.com,,lamperealty.com,lamperealty.com,,Other,,Small,,False,,,,,United States,,2021-02-23,2006
5439484451,Mike Fisher,mike@fisherscatering.com,6314276383,Angelic Delights Catering,fisherscatering.com,https://www.linkedin.com/company/angelic-delights-catering,Other,"Inspired by the beautiful scenery and quality local ingredients of the central coast, Fisher’s offers new American style cuisine with a casual yet refined atmosphere. Our menu is ever-changing but the quality is always first priority.",Medium,Micro,False,650 San Benito St,Hollister,CA,95023,United States,America/Los_Angeles,2021-02-23,2006
5439684956,Chris Evans,cevans@growingheartsgardencenter.org,18315377700,Growing Hearts Garden Center,growingheartsgardencenter.org,https://www.linkedin.com/company/growing-hearts-garden-center,Education,"Growing Hearts Garden Center is a non-profit organization located in Hollister, CA. We specialize in supportive employment for individuals with special needs. Our goal is to deeply integrate special needs adults into their community by providing them w...",Medium,Micro,False,165 MARKS DR,Hollister,CA,95023,United States,America/Los_Angeles,2021-02-23,2018
5439677047,Tom Horsfall,tom@nodoubtthomas.com,,nodoubtthomas.com,nodoubtthomas.com,,Other,,Small,,False,,,,,,,2021-02-23,2018
5439484450,Arabian Prince,arabian@inov8next.com,,Inov8 Next,inov8next.com,,Other,"Inov8 Next is a technology company that specializes in providing innovative solutions for businesses. They offer a wide range of products and services including software development, web design, mobile app development, and digital marketing. With a tea...",Medium,Micro,False,,California City,CA,,United States,America/Los_Angeles,2021-02-23,2018
5364202860,Emanuel Hillman,hillmane@sfusd.edu,4156955665,San Francisco Unified School District,sfusd.edu,https://www.linkedin.com/company/sfusd,Education,"San Francisco Unified School District (SFUSD) is the seventh largest school district in California, educating around 49,000 students every year. SFUSD encompasses 140 PreK through 12th grade public schools and prepares students for success in college a...",Large,Enterprise,False,555 Franklin Street,San Francisco,CA,94102,United States,America/Los_Angeles,2021-02-11,1851
5364222133,Kei KONDO,kei@nskcic.com,,nskcic.com,nskcic.com,,Other,,Small,,False,,,,,,,2021-01-08,1851
5364233652,Aaron Rudger ,lori.dematteis@irisonboard.com,,Iris Automation,irisonboard.com,https://www.linkedin.com/company/iris-automation,Industrial and Manufacturing,Iris Automation is a technology company that is working to build revolutionary new ways for drones and unmanned systems to see and navigate the world. Ensuring no two aircraft ever collide mid air. Equip your drone program with the leading onboard dete...,Large,Small,False,450 Sinclair Street,Reno,NV,89501,United States,America/Los_Angeles,2021-02-11,2015
5338847147,Jason Appler,jason.appler@gmail.com,,Cypress Coast Design,cypresscoast.design,,Other,"Cypress Coast Design is a veteran-owned product design and manufacturing firm located on the California central coast. Founded by Jason Appler, MA Industrial Arts, MBA NPS, the company is rooted in responsible design principles. Cypress Coast Design pr...",Large,Small,False,,East Providence,RI,,United States,America/New_York,2020-09-08,2015
5315089598,Lawrence Chavez,lawrence@lawrencechavez.com,,lawrencechavez.com,lawrencechavez.com,,Other,,Small,,False,,,,,,,2021-02-07,2015
5314711988,Elija Grassi,eja3o@wimsg.com,,wimsg.com,wimsg.com,,Other,,Small,,False,,,,,,,2021-02-07,2015
5312635739,George Chobany,gchobany@yahoo.com,,Allied Wealth Management,alliedwm.com,,Finance and Legal,"Allied Wealth Management LLC is a fiduciary company that prioritizes the needs of its clients. With their independence, they have the flexibility to provide innovative solutions and cutting-edge technology. They offer services such as Roth IRAs, retire...",Small,,False,200 Clock Tower Pl,Carmel,CA,93923,United States,America/Los_Angeles,2021-01-29,2015
5309694737,Juliet Olivarria,juliet.olivarria@sysco.com,12815841390,Sysco Corporation,sysco.com,https://www.linkedin.com/company/sysco,Consumer Goods and Retail,"Sysco is a global leader in the food distribution industry, serving restaurants, hotels, hospitals, sports stadiums, schools, cruise lines, and more. They provide a wide range of food products, including fresh produce, meat, seafood, and imported foods...",Large,Corporate,True,1390 Enclave Parkway,Houston,TX,77077,United States,America/Chicago,2021-02-05,1969
5309774535,Ilene Marcus,ilene@alignedworkplace.com,,Aligned Workplace,alignedworkplace.com,,Other,"Aligned Workplace is a consulting business founded by Ilene Marcus. The company provides motivational speaking on team purpose, as well as consulting services to help manage annoying people in the workplace. Ilene Marcus is the author of the book 'Mana...",Small,,False,,,,,,,2021-02-05,1969
5296972821,Ryan Lee,rylee@wesleyan.edu,8606852000,Wesleyan University,wesleyan.edu,https://www.linkedin.com/company/wesleyan-media-project,Education,"Wesleyan University is a private, non-sectarian liberal arts university in Middletown, Connecticut. Founded in 1831, Wesleyan offers its 3,000 undergraduates and 200 graduate students a demanding educational environment that fosters creative, independe...",Large,Small,False,45 Wyllys Avenue,Middletown,CT,06457,United States,America/New_York,2021-02-03,1831
5288329315,Wirda Azlin,wirda.azlin_2015@sit.singaporetech.edu.sg,6565921189,Singapore Institute of Technology,sit.singaporetech.edu.sg,https://www.linkedin.com/company/singapore-institute-of-technology,Education,"I confirm that all information provided is accurate, and that I have read and accepted SIT's terms and conditions, including the section on ""Use of Personal Data"". *",Large,Medium,False,10 Dover Drive,Singapore,,138683,Singapore,Asia/Singapore,2021-02-02,2009
5288362636,Thomas Leavitt,thomas@thomasleavitt.org,8314693382,Thomas Leavitt,thomasleavitt.org,,Other,"We specialize in providing high quality, affordable information technology services to small and medium sized organizations of all types. We have a broad range of expertise and can handle just about anything you throw at us, from copiers, to phone systems, to virtualization and cloud services.",Small,,False,500 Soquel Avenue,Santa Cruz,CA,95062,United States,America/Los_Angeles,2021-02-02,2017
5276093596,James G,james@lorrylorry.com,,Lorry Lorry,lorrylorry.com,,Other,,Small,,False,,,,,,,2021-01-31,2017
5276093595,Samantha Mei,smei@pratt.edu,7186875678,Pratt Institute,pratt.edu,https://www.linkedin.com/company/prattsoa,Education,"Pratt Institute provides the creative leaders of tomorrow the knowledge and experience to make a better world. Pratt offers 26 majors and concentrations at the undergraduate level and over 20 at the graduate level. Pratt offers fashion design, architec...",Large,Enterprise,False,200 Willoughby Ave #,Brooklyn,NY,11205,United States,America/New_York,2021-01-31,1887
5276093594,Landon Ecker,landon@cratebind.com,14694804627,Cratebind,cratebind.com,https://www.linkedin.com/company/cratebind,Creative and Media,"CrateBind is a digital product agency partnering with consumer brands to build smart, simple and beautiful technology. We bring together engineers, designers and strategists to develop custom apps and websites that create company success and cultivate ...",Large,Small,False,6003 MCCOMMAS BLVD,Dallas,TX,75231,United States,America/Chicago,2021-01-31,2014
5276045557,Tomasz Gorka,tomasz@gorka.org.pl,,gorka.org.pl,gorka.org.pl,,Other,,Small,,False,,,,,,,2021-01-31,2014
5276132747,Tarique S,ksham001@ucr.edu,9518271012,"University of California, Riverside Botanic Gardens",ucr.edu,https://www.linkedin.com/company/ucr-school-of-medicine,Education,UC Riverside is a prestigious research university located in Inland Southern California. It is part of the University of California system and is widely recognized for its diversity. The university offers a wide range of academic programs and is commit...,Large,Enterprise,False,900 University Ave,Riverside,CA,92507,United States,America/Los_Angeles,2021-01-31,1907
5276093592,Ze Wong,zewong@inpel.io,,Inpel Inc,inpel.io,https://www.linkedin.com/company/inpel-corporationturion,Technology,Inpel Corporation is a start up online education company dedicated to placing students and teachers FIRST by providing accessible higher education for learners and additional sources of income for educators through a subscription based e learning platf...,Large,Micro,False,6 East Bay Street,Jacksonville,FL,32202,United States,America/New_York,2020-03-30,2020
5275988460,Elizabeth Gummere,beth@repechagegroup.com,8313453608,repechagegroup.com,repechagegroup.com,,Other,We've helped over 50 entrepreneurs and non-profits manage their money better and smarter. With finance consulting that works with you as you grow.,Medium,Micro,False,PO BOX 32,Aptos,CA,95001,United States,America/Los_Angeles,2021-01-31,2013
5262743494,Powell Loskamp,powellloskamp@gmail.com,,montereybaysolar.net,montereybaysolar.net,,Other,,Small,,False,,,,,,,2020-07-09,2013
5257634894,Terry Perry,tperry@alignresource.com,,Align Resource Management,alignresource.com,https://www.linkedin.com/company/alignresource,Other,"Align Resource Management align HR systems with overall enterprise strategy within HR and HRIS functional areas. Through our consultants and affiliates, we service clients in: HR and Payroll System implementations Merger & Acquisition and Divestitures HR and Payroll Data Conversion Workday, PeopleSoft, ADP, Fusion and other HRIS systems Global Experience Domestic and International HR Administration Don't think outside the box…dwell outside the box",Small,Micro,False,1629 K Street Northwest,Washington,DC,20006,United States,America/New_York,2021-01-27,2006
5257634893,Mario Lattuga,mlattuga1@gmail.com,12026874798,Georgetown University,georgetown.edu,https://www.linkedin.com/school/georgetown-university,Education,"Georgetown University is the oldest and largest Catholic and Jesuit university in America. Georgetown today is a major student-centered, international research university, offering programs in Washington, DC; Doha, Qatar; and around the world.",Large,Enterprise,False,37TH AND O ST NW,Washington,DC,20057,United States,America/New_York,2021-01-27,1789
5257606833,Shannon Bliss,shannon@seeds4stem.org,,seeds4stem.org,seeds4stem.org,,Other,,Small,,False,,,,,,,2020-03-30,1789
5257612902,Abdulnaser Allabwani,abdulnaser.allabwani@mail.utoronto.ca,4169784441,University of Toronto,mail.utoronto.ca,https://www.linkedin.com/company/university-of-toronto,Education,"The University of Toronto is a public research university in Toronto, Ontario, Canada, located on the grounds that surround Queen's Park.",Large,Enterprise,False,27 King's College Circle,Toronto,ON,M5S 3J3,Canada,America/Halifax,2021-01-27,1827
5257398383,Varsheeka David,varsheeka@gmail.com,14028846677,Group Marketing Services,gmsil.com,https://www.linkedin.com/company/group-marketing-services-inc-,Finance and Legal,"Group Marketing Services specializes in individual and group medical, life, dental, disability, and long term care. They are a wholesale contracted general agency dedicated to supporting the sales and service needs of agents who sell benefit products. ...",Large,Small,False,304 S Eldorado Rd,Bloomington,IL,61704,United States,America/Chicago,2021-01-27,1981
5257606832,Sat Ramphal,satramphal@xibyte.com,,xibyte.com,xibyte.com,https://www.linkedin.com/company/xibyte,Creative and Media,XiByte™ is a technology company that specializes in bringing ideas to life through Maya's interactive experience. We provide innovative solutions and services to help businesses create immersive and engaging digital experiences. Our team of experts com...,Large,Small,False,,Tampa,FL,,United States,America/New_York,2021-01-27,2016
5257654957,Roger Hackett,roger@ryanandrobbie.com,4258968888,Ryan And Robbie,ryanandrobbie.com,,Other,,Medium,Micro,False,13018 NE 31ST PL,Bellevue,WA,98005,United States,America/Los_Angeles,2021-01-27,2011
5257654956,Ted Doll,henry@htd.cloud,,htd.cloud,htd.cloud,,Other,"I am not a civil rights expert, nor am I well read on the writings of Reverend Dr. Martin Luther King, Jr. However, a certain…",Small,,False,,,,,,,2021-01-27,2011
5257634890,Linjuan Huang,linjuanh@uci.edu,9498245011,"University of California, Irvine",uci.edu,https://www.linkedin.com/school/uci-school-of-medicine,Education,"The University of California, Irvine (UCI) is a prestigious research university that offers a wide range of academic programs and services. Established in 1965, UCI is a member of the Association of American Universities and is consistently ranked amon...",Large,Corporate,False,2013 Uc Regents University Of California Irvine,Irvine,CA,92697,United States,America/Los_Angeles,2021-01-27,1965
5257612901,Konya Badsa,kb3680@nyu.edu,2129953085,NYU College,nyu.edu,https://www.linkedin.com/school/new-york-university,Education,"NYU New York University, founded in 1831, is one of the world’s foremost research universities and is a member of the selective Association of American Universities. NYU has degree granting university campuses in New York, Abu Dhabi, and Shanghai; and ...",Large,Corporate,False,334 E 26th St,New York,NY,10012,United States,America/New_York,2021-01-27,1831
5257080590,BA Gorshteyn,gorshteyn@seedstages.com,,Seedstages,seedstages.com,https://www.linkedin.com/company/seedstages,Other,Seedstages is a platform that connects students and recent graduates with internship opportunities at tech startups. The company's mission is to foster innovation by connecting emerging startups with motivated talent. Seedstages helps startups with lim...,Large,Small,False,,Claremont,CA,91711,United States,America/Los_Angeles,2021-01-27,2015
5231902315,Elaine Sherer,esherer@moremarketshare.com,,moremarketshare.com,moremarketshare.com,,Other,,Small,,False,,,,,United States,,2021-01-23,2015
5221212548,Jennifer Rudisill,jrudisill@rudisillaccountancy.com,,Rudisill Accountancy,rudisillaccountancy.com,https://www.linkedin.com/company/rudisill-accountancy-apc,Other,"Rudisill Accountancy is a boutique Certified Public Accounting Firm that provides tax preparation, projections, accounting services, and compliance services to individuals and businesses.",Medium,Micro,False,26607 Carmel Center Place,Carmel-by-the-Sea,CA,93923,United States,America/Los_Angeles,2021-01-21,2020
5212836077,Helen Zhang,helen@ekeyweb.com,,Ekey Technology,ekeyweb.com,https://www.linkedin.com/company/ekey,Other,"Ekey Technology is a marketing company providing location and consumer preference based advertising and offers to mobile devices. We provide an intuitive web based application, by using business intelligence to help business clients design targeted cam...",Medium,Micro,False,60 Hazelwood Drive,Champaign,IL,61820,United States,America/Chicago,2021-01-20,2020
5208800035,Erica Sipos,esipos@specialtyfood.com,16468780124,Specialty Food Association,specialtyfood.com,https://www.linkedin.com/company/specialty-food-association,Consumer Goods and Retail,"The Specialty Food Association is a not-for-profit business trade association established in 1952. It represents over 3,000 member companies in the specialty food industry in the United States and overseas. The association fosters trade, commerce, and ...",Medium,Medium,False,136 Madison Avenue,New York,NY,10016,United States,America/New_York,2021-01-19,1952
5189596116,Megan Rice,megan.rice@trinet.com,15103525000,Trinet,trinet.com,https://www.linkedin.com/company/trinet,Other,"TriNet provides businesses with HR solutions including payroll, benefits, risk management and compliance — all in one place. Our services help businesses contain HR costs, minimize employer related risks, and reduce the administrative burden of HR. We ...",Large,Enterprise,True,210 Park Ave,,,94568,United States,America/Chicago,2021-09-16,1988
5165059354,Ian Utile,ian@attn.live,,attn.live,attn.live,https://www.linkedin.com/company/attnlive,Other,"Live Podcasting from any phone, tablet, or computer (Mac•Android•Windows) to Amazon Alexa and YouTube. Join the private beta at https://t.co/RwLnfw1mc6 #hellofuture",Small,Micro,False,,,,,,,2021-01-12,2019
5162204968,Marci Prolo,marci@goosesgoodies.com,,Goose's Goodies,goosesgoodies.com,,Other,"Goose's Goodies is a decadent treat made for family, friends, and epicures alike. It is sure to spread sweet toffee love to whoever it reaches. Goose's Goodies offers handmade decadent toffee made in Santa Cruz, California. Visit our website at goosesg...",Small,,False,104 Bronson Street,Santa Cruz,CA,95062,United States,America/Los_Angeles,2021-01-11,2019
5121229515,Christopher Chiang,cchiang@kehillah.org,6502139600,Kehillah Jewish High School,kehillah.org,https://www.linkedin.com/school/kehillah-jewish-high-school,Education,"Kehillah Jewish High School is distinguished by an exceptional academic program and a supportive environment that pairs rich traditions with the best of the Silicon Valley mindset. At Kehillah, students embark on a journey of self-discovery guided by a...",Large,Medium,False,3900 Fabian Way,Palo Alto,CA,94303,United States,America/Los_Angeles,2020-12-11,2000
5026096338,Michele Seifert ,carol.presley@stanfordalumni.org,6507232021,stanfordalumni.org,stanfordalumni.org,https://www.linkedin.com/school/stanford-university,Other,"Stanford University is a private research university in Stanford, California. The university is organized around seven schools on the same campus: three schools consisting of 40 academic departments at the undergraduate level as well as four profession...",Large,Enterprise,False,326 GALVEZ ST,Stanford,CA,94305,United States,America/Los_Angeles,2020-03-30,1885
5021786355,Jay Graven,jpg@hyunjayllc.com,,hyunjayllc.com,hyunjayllc.com,,Other,,Small,,False,,,,,,,2020-12-14,1885
4985013531,Unknown,unknown32@invalid.com,6263986300,ChapCare,chapcare.org,https://www.linkedin.com/company/chapcare,Healthcare,"ChapCare provides a “one stop” shop where patients across all lifecycles can access comprehensive primary health care services, including medical and dental care, behavioral health counseling, nutrition and health education, and prevention programs. Wi...",Large,Medium,False,2055 Lincoln Avenue,Pasadena,CA,91103,United States,America/Los_Angeles,2020-12-09,1995
4984987640,Don Daves Rougeaux ,fredagdsn@gmail.com,,Bay Area Community College Consortium,baccc.net,,Education,The Bay Area Community College Consortium (BACCC) is an organization that aims to improve the alignment of skills and competencies of learners with the needs of the workforce. They provide meaningful work-based and experiential learning opportunities t...,Small,,False,,,,,,,2020-03-30,1995
4984987639,Unknown,unknown33@invalid.com,9168127927,DE Novo Planning Group,denovoplanning.com,https://www.linkedin.com/company/de-novo-planning-group,Education,"De Novo Planning Group is a land use and environmental planning firm specializing in community planning, environmental studies, and sustainability planning. The founding principals have successfully completed over 250 projects consisting of comprehensi...",Large,Small,False,1020 Suncast Lane,El Dorado Hills,CA,95762,United States,America/Los_Angeles,2020-12-09,2008
4984987638,Blazej Nova,blazej.nova@epa.gov,9195412350,USEPA,epa.gov,https://www.linkedin.com/company/usepa,Other,"The U.S. Environmental Protection Agency (EPA) is an official government organization that was established on December 2, 1970. The EPA's mission is to protect human health and the environment. They ensure that all Americans are protected from signific...",Large,Corporate,False,1200 Pennsylvania Avenue Northwest,Washington,DC,20004,United States,America/New_York,2020-12-09,1970
4984987637,Unknown,unknown34@invalid.com,9054150322,Electric People International,electricpeople.com,https://www.linkedin.com/company/electric-people-international,Technology,Electric People International is a value-added reseller of consumer relations and custom software and technology. They provide IT services and IT consulting.,Medium,Micro,False,4 Highway 7,Markham,,L3P 1B4,Canada,America/Toronto,2020-12-09,1994
4985013528,Amelia Mclear,amelia.mclear@wal-mart.com,15012734000,Walmart,wal-mart.com,https://www.linkedin.com/company/wal-mart.com-usa-llc,Consumer Goods and Retail,"Walmart is an American multinational retail corporation that operates a chain of hypermarkets, discount department stores, and grocery stores. It offers a wide range of products including home furnishings, fashion, toys, beauty products, and furniture....",Large,Enterprise,True,7000 Marina Boulevard,Brisbane,CA,20149,United States,America/Los_Angeles,2020-12-09,1962
4984987633,Unknown,unknown35@invalid.com,14072481481,QuoteWerks,quotewerks.com,https://www.linkedin.com/company/aspire-technologies,Technology,"QuoteWerks is a sales quoting, estimating, and proposal software solution that integrates seamlessly with CRM software, accounting software, and major IT distributors to increase a company’s productivity. QuoteWerks integrates with ACT!, ACT! for Web, ...",Large,Small,False,7680 Universal Boulevard,Orlando,FL,32819,United States,America/New_York,2020-12-09,1993
4984987632,Unknown,unknown36@invalid.com,5302518800,LASSEN COUNTY OFFICE OF EDUCATION,lassencoe.org,https://www.linkedin.com/company/lassen-county-superintendent,Education,"Lassen County Superintendent is an Education Management company located in 472-013 Johnstonville Rd, Susanville, California, United States.",Medium,Micro,False,472-013 Johnstonville Road,Susanville,CA,96130,United States,America/Los_Angeles,2020-12-09,1993
4985000662,Unknown,unknown37@invalid.com,17758344444,"NV Energy, Inc.",nvenergy.com,https://www.linkedin.com/company/nv-energy,Other,"NV Energy is a utility company that proudly serves Nevada with a service area covering over 44,000 square miles. They provide electricity to 2.4 million electric customers throughout Nevada, including popular cities like Las Vegas, Reno Sparks, Henders...",Large,Enterprise,False,6226 West Sahara Avenue,Las Vegas,NV,89146,United States,America/Los_Angeles,2020-12-09,1928
4985000660,Amul Purohit,amul.purohit@myliquidcapital.com,6052162196,myliquidcapital.com,myliquidcapital.com,https://www.linkedin.com/company/1803921,Finance and Legal,"Liquid Capital offers a variety of short term financing services in the US and Canada, including factoring, financing receivables, purchase financing and more.",Large,Small,False,6102 134th St,Aberdeen,SD,57401,United States,America/Chicago,2020-12-09,1995
4984987630,Unknown,unknown38@invalid.com,14085562080,Old Republic Title,ortc.com,https://www.linkedin.com/company/oldrepublictitle,Other,"Old Republic Title is a member of the Old Republic Title Insurance Group and a proud provider of title insurance and settlement services. Since 1907, Old Republic Title has served the real estate industry with superior title insurance products and serv...",Large,Enterprise,False,275 Battery Street,San Francisco,CA,94111,United States,America/Los_Angeles,2020-12-09,1907
4985017707,Unknown,unknown39@invalid.com,13108665043,IBISWorld,ibisworld.com,https://www.linkedin.com/company/ibisworld,Other,"IBISWorld is the world's largest independent publisher of industry research reports. They provide expert industry market research, reports, statistics, analysis, data, trends, and forecasts. Their goal is to help businesses make better and faster busin...",Large,Large,False,11755 Wilshire Blvd,Los Angeles,CA,90025,United States,America/Los_Angeles,,1971
4985000659,Unknown,unknown40@invalid.com,9169331335,El Dorado Hills Chamber,eldoradohillschamber.org,https://www.linkedin.com/company/el-dorado-hills-chamber,Education,"The El Dorado Hills Chamber of Commerce is a nonprofit membership organization that works with local businesses to improve the region's economy and business environment; and strives to provide leadership, advocacy and support for our members. The Chamb...",Large,Micro,False,2085 Vine Street,El Dorado Hills,CA,95762,United States,America/Los_Angeles,2020-12-09,1986
4984970312,Unknown,unknown41@invalid.com,4068836241,S&K Electronics,skecorp.com,https://www.linkedin.com/company/s&k-electronics-inc.,Other,"S & K Electronics is a leading electronics manufacturing company that specializes in circuit boards, cabling, box builds, and NBC heaters. With over 38 years of experience, we have consistently delivered superior products nationwide. Our team of talent...",Large,Medium,False,56301 U.S. 93,Polson,MT,59860,United States,America/Denver,2020-12-09,1984
4984255953,Unknown,unknown42@invalid.com,2132515700,L.A. Watts Times,lawattstimes.com,,Creative and Media,,Large,Medium,False,3540 Wilshire Blvd,Los Angeles,CA,90010,United States,America/Los_Angeles,2020-12-09,1984
4984970311,Unknown,unknown43@invalid.com,,aicfinancegroup.com,aicfinancegroup.com,,Education,"AIC Finance Group is a leading financial services company that offers a wide range of products and services to individuals and businesses. With a focus on innovation and customer satisfaction, we provide personalized solutions in areas such as wealth m...",Small,,False,,,,,,,2020-12-09,1984
4984987629,Unknown,unknown44@invalid.com,13238607300,Renberg Theatre,lagaycenter.org,https://www.linkedin.com/company/l-a--gay-&-lesbian-center,Hospitality and Travel,"The Los Angeles LGBT Center is a provider of programs and services for lesbian, gay, bisexual and transgender people.",Medium,Large,False,1125 North McCadden Place,Los Angeles,CA,90038,United States,America/Los_Angeles,2020-12-09,1969
